.artifacts/analysis-2025/01-SCAN-RESULTS.md → .cursor/ai-driven-workflow/ | reference | References .cursor/ai-driven-workflow/
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/aggregate_evidence_15.py | call | Executes scripts/aggregate_evidence_15.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/build_uat_toolkit.py | call | Executes scripts/build_uat_toolkit.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/generate_release_notes.py | call | Executes scripts/generate_release_notes.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/run_protocol_15_gates.py | call | Executes scripts/run_protocol_15_gates.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/validate_gate_15_acceptance.py | call | Executes scripts/validate_gate_15_acceptance.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/validate_gate_15_defects.py | call | Executes scripts/validate_gate_15_defects.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/validate_gate_15_entry.py | call | Executes scripts/validate_gate_15_entry.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/validate_gate_15_execution.py | call | Executes scripts/validate_gate_15_execution.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → scripts/validate_prerequisites_15.py | call | Executes scripts/validate_prerequisites_15.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → validate_gate_15_acceptance.py | reference | Mentions validator validate_gate_15_acceptance.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → validate_gate_15_defects.py | reference | Mentions validator validate_gate_15_defects.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → validate_gate_15_entry.py | reference | Mentions validator validate_gate_15_entry.py
.artifacts/protocol-reformat/13-uat-coordination/ORIGINAL-BACKUP.md → validate_gate_15_execution.py | reference | Mentions validator validate_gate_15_execution.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → .cursor/ai-driven-workflow/14-pre-deployment-staging.md | reference | References .cursor/ai-driven-workflow/14-pre-deployment-staging.md
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → ai-driven-workflow/14-pre-deployment-staging.md | reference | References ai-driven-workflow/14-pre-deployment-staging.md
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/aggregate_evidence_15.py | call | Executes scripts/aggregate_evidence_15.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/build_uat_toolkit.py | call | Executes scripts/build_uat_toolkit.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/generate_release_notes.py | call | Executes scripts/generate_release_notes.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/run_protocol_15_gates.py | call | Executes scripts/run_protocol_15_gates.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/validate_gate_15_acceptance.py | call | Executes scripts/validate_gate_15_acceptance.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/validate_gate_15_defects.py | call | Executes scripts/validate_gate_15_defects.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/validate_gate_15_entry.py | call | Executes scripts/validate_gate_15_entry.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/validate_gate_15_execution.py | call | Executes scripts/validate_gate_15_execution.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → scripts/validate_prerequisites_15.py | call | Executes scripts/validate_prerequisites_15.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → validate_gate_15_acceptance.py | reference | Mentions validator validate_gate_15_acceptance.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → validate_gate_15_defects.py | reference | Mentions validator validate_gate_15_defects.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → validate_gate_15_entry.py | reference | Mentions validator validate_gate_15_entry.py
.artifacts/protocol-reformat/13-uat-coordination/REFORMATTED.md → validate_gate_15_execution.py | reference | Mentions validator validate_gate_15_execution.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → .cursor/ai-driven-workflow/15-production-deployment.md | reference | References .cursor/ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → ai-driven-workflow/15-production-deployment.md | reference | References ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/aggregate_evidence_10.py | call | Executes scripts/aggregate_evidence_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/refresh_staging_data.py | call | Executes scripts/refresh_staging_data.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/run_protocol_10_gates.py | call | Executes scripts/run_protocol_10_gates.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/update_deployment_checklist.py | call | Executes scripts/update_deployment_checklist.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/validate_gate_10_intake.py | call | Executes scripts/validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/validate_gate_10_readiness.py | call | Executes scripts/validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/validate_gate_10_rehearsal.py | call | Executes scripts/validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/validate_gate_10_security.py | call | Executes scripts/validate_gate_10_security.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → scripts/validate_prerequisites_10.py | call | Executes scripts/validate_prerequisites_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → validate_gate_10_intake.py | reference | Mentions validator validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → validate_gate_10_readiness.py | reference | Mentions validator validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → validate_gate_10_rehearsal.py | reference | Mentions validator validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/14-pre-deployment-staging.md → validate_gate_10_security.py | reference | Mentions validator validate_gate_10_security.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → .cursor/ai-driven-workflow/15-production-deployment.md | reference | References .cursor/ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → ai-driven-workflow/15-production-deployment.md | reference | References ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/aggregate_evidence_10.py | call | Executes scripts/aggregate_evidence_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/refresh_staging_data.py | call | Executes scripts/refresh_staging_data.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/run_protocol_10_gates.py | call | Executes scripts/run_protocol_10_gates.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/update_deployment_checklist.py | call | Executes scripts/update_deployment_checklist.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/validate_gate_10_intake.py | call | Executes scripts/validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/validate_gate_10_readiness.py | call | Executes scripts/validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/validate_gate_10_rehearsal.py | call | Executes scripts/validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/validate_gate_10_security.py | call | Executes scripts/validate_gate_10_security.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → scripts/validate_prerequisites_10.py | call | Executes scripts/validate_prerequisites_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → validate_gate_10_intake.py | reference | Mentions validator validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → validate_gate_10_readiness.py | reference | Mentions validator validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → validate_gate_10_rehearsal.py | reference | Mentions validator validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/ORIGINAL-BACKUP.md → validate_gate_10_security.py | reference | Mentions validator validate_gate_10_security.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → .cursor/ai-driven-workflow/15-production-deployment.md | reference | References .cursor/ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → ai-driven-workflow/15-production-deployment.md | reference | References ai-driven-workflow/15-production-deployment.md
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/aggregate_evidence_10.py | call | Executes scripts/aggregate_evidence_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/refresh_staging_data.py | call | Executes scripts/refresh_staging_data.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/run_protocol_10_gates.py | call | Executes scripts/run_protocol_10_gates.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/update_deployment_checklist.py | call | Executes scripts/update_deployment_checklist.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/validate_gate_10_intake.py | call | Executes scripts/validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/validate_gate_10_readiness.py | call | Executes scripts/validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/validate_gate_10_rehearsal.py | call | Executes scripts/validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/validate_gate_10_security.py | call | Executes scripts/validate_gate_10_security.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → scripts/validate_prerequisites_10.py | call | Executes scripts/validate_prerequisites_10.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → validate_gate_10_intake.py | reference | Mentions validator validate_gate_10_intake.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → validate_gate_10_readiness.py | reference | Mentions validator validate_gate_10_readiness.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → validate_gate_10_rehearsal.py | reference | Mentions validator validate_gate_10_rehearsal.py
.artifacts/protocol-reformat/14-pre-deployment-staging/REFORMATTED.md → validate_gate_10_security.py | reference | Mentions validator validate_gate_10_security.py
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → .cursor/ai-driven-workflow/16-monitoring-observability.md | reference | References .cursor/ai-driven-workflow/16-monitoring-observability.md
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → ai-driven-workflow/16-monitoring-observability.md | reference | References ai-driven-workflow/16-monitoring-observability.md
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → scripts/aggregate_evidence_11.py | call | Executes scripts/aggregate_evidence_11.py
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → scripts/deploy_backend.sh | call | Runs scripts/deploy_backend.sh
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → scripts/run_protocol_15_gates.py | call | Executes scripts/run_protocol_15_gates.py
.artifacts/protocol-reformat/15-production-deployment/15-production-deployment.md → scripts/validate_gate_11_freeze.py | call | Executes scripts/validate_gate_11_freeze.py
